ID,Name_KR,Name_EN,Category,Sub_Category,Desc_KR,Desc_EN,Atlas_Name,Atk_Power,Stamina_Restore,Part_Type,Update_Cycle,Associated_Ability,Job_Unlock_ID
wp_fll_oak_silver_emerald,에메랄드 참나무 은 플레일,Emerald Oak Silver Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_oak_silver_ruby,루비 참나무 은 플레일,Ruby Oak Silver Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_oak_silver_diamond,다이아몬드 참나무 은 플레일,Diamond Oak Silver Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_spr_oak_silver,참나무 은 창,Oak Silver Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_oak_silver_amethyst,자수정 참나무 은 창,Amethyst Oak Silver Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_oak_silver_topaz,토파즈 참나무 은 창,Topaz Oak Silver Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_oak_silver_emerald,에메랄드 참나무 은 창,Emerald Oak Silver Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_oak_silver_ruby,루비 참나무 은 창,Ruby Oak Silver Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_oak_silver_diamond,다이아몬드 참나무 은 창,Diamond Oak Silver Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_gsd_oak_silver,참나무 은 대검,Oak Silver Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_oak_silver_amethyst,자수정 참나무 은 대검,Amethyst Oak Silver Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_oak_silver_topaz,토파즈 참나무 은 대검,Topaz Oak Silver Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_oak_silver_emerald,에메랄드 참나무 은 대검,Emerald Oak Silver Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_oak_silver_ruby,루비 참나무 은 대검,Ruby Oak Silver Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_oak_silver_diamond,다이아몬드 참나무 은 대검,Diamond Oak Silver Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_bax_oak_silver,참나무 은 양손 도끼,Oak Silver Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_oak_silver_amethyst,자수정 참나무 은 양손 도끼,Amethyst Oak Silver Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_oak_silver_topaz,토파즈 참나무 은 양손 도끼,Topaz Oak Silver Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_oak_silver_emerald,에메랄드 참나무 은 양손 도끼,Emerald Oak Silver Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_oak_silver_ruby,루비 참나무 은 양손 도끼,Ruby Oak Silver Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_oak_silver_diamond,다이아몬드 참나무 은 양손 도끼,Diamond Oak Silver Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bow_oak_silver,참나무 은 활,Oak Silver Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_oak_silver_amethyst,자수정 참나무 은 활,Amethyst Oak Silver Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_oak_silver_topaz,토파즈 참나무 은 활,Topaz Oak Silver Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_oak_silver_emerald,에메랄드 참나무 은 활,Emerald Oak Silver Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_oak_silver_ruby,루비 참나무 은 활,Ruby Oak Silver Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_oak_silver_diamond,다이아몬드 참나무 은 활,Diamond Oak Silver Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_dag_oak_gold,참나무 금 단검,Oak Gold Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_oak_gold_amethyst,자수정 참나무 금 단검,Amethyst Oak Gold Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_oak_gold_topaz,토파즈 참나무 금 단검,Topaz Oak Gold Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_oak_gold_emerald,에메랄드 참나무 금 단검,Emerald Oak Gold Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_oak_gold_ruby,루비 참나무 금 단검,Ruby Oak Gold Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_oak_gold_diamond,다이아몬드 참나무 금 단검,Diamond Oak Gold Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_swd_oak_gold,참나무 금 검,Oak Gold Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_oak_gold_amethyst,자수정 참나무 금 검,Amethyst Oak Gold Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_oak_gold_topaz,토파즈 참나무 금 검,Topaz Oak Gold Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_oak_gold_emerald,에메랄드 참나무 금 검,Emerald Oak Gold Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_oak_gold_ruby,루비 참나무 금 검,Ruby Oak Gold Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_oak_gold_diamond,다이아몬드 참나무 금 검,Diamond Oak Gold Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_hax_oak_gold,참나무 금 한손 도끼,Oak Gold HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_oak_gold_amethyst,자수정 참나무 금 한손 도끼,Amethyst Oak Gold HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_oak_gold_topaz,토파즈 참나무 금 한손 도끼,Topaz Oak Gold HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_oak_gold_emerald,에메랄드 참나무 금 한손 도끼,Emerald Oak Gold HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_oak_gold_ruby,루비 참나무 금 한손 도끼,Ruby Oak Gold HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_oak_gold_diamond,다이아몬드 참나무 금 한손 도끼,Diamond Oak Gold HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_fll_oak_gold,참나무 금 플레일,Oak Gold Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_oak_gold_amethyst,자수정 참나무 금 플레일,Amethyst Oak Gold Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_oak_gold_topaz,토파즈 참나무 금 플레일,Topaz Oak Gold Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_oak_gold_emerald,에메랄드 참나무 금 플레일,Emerald Oak Gold Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_oak_gold_ruby,루비 참나무 금 플레일,Ruby Oak Gold Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_oak_gold_diamond,다이아몬드 참나무 금 플레일,Diamond Oak Gold Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_spr_oak_gold,참나무 금 창,Oak Gold Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_oak_gold_amethyst,자수정 참나무 금 창,Amethyst Oak Gold Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_oak_gold_topaz,토파즈 참나무 금 창,Topaz Oak Gold Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_oak_gold_emerald,에메랄드 참나무 금 창,Emerald Oak Gold Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_oak_gold_ruby,루비 참나무 금 창,Ruby Oak Gold Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_oak_gold_diamond,다이아몬드 참나무 금 창,Diamond Oak Gold Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_gsd_oak_gold,참나무 금 대검,Oak Gold Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_oak_gold_amethyst,자수정 참나무 금 대검,Amethyst Oak Gold Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_oak_gold_topaz,토파즈 참나무 금 대검,Topaz Oak Gold Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_oak_gold_emerald,에메랄드 참나무 금 대검,Emerald Oak Gold Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_oak_gold_ruby,루비 참나무 금 대검,Ruby Oak Gold Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_oak_gold_diamond,다이아몬드 참나무 금 대검,Diamond Oak Gold Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_bax_oak_gold,참나무 금 양손 도끼,Oak Gold Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_oak_gold_amethyst,자수정 참나무 금 양손 도끼,Amethyst Oak Gold Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_oak_gold_topaz,토파즈 참나무 금 양손 도끼,Topaz Oak Gold Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_oak_gold_emerald,에메랄드 참나무 금 양손 도끼,Emerald Oak Gold Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_oak_gold_ruby,루비 참나무 금 양손 도끼,Ruby Oak Gold Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_oak_gold_diamond,다이아몬드 참나무 금 양손 도끼,Diamond Oak Gold Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bow_oak_gold,참나무 금 활,Oak Gold Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_oak_gold_amethyst,자수정 참나무 금 활,Amethyst Oak Gold Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_oak_gold_topaz,토파즈 참나무 금 활,Topaz Oak Gold Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_oak_gold_emerald,에메랄드 참나무 금 활,Emerald Oak Gold Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_oak_gold_ruby,루비 참나무 금 활,Ruby Oak Gold Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_oak_gold_diamond,다이아몬드 참나무 금 활,Diamond Oak Gold Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_dag_hickory_tin,히코리 주석 단검,Hickory Tin Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_tin_amethyst,자수정 히코리 주석 단검,Amethyst Hickory Tin Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_tin_topaz,토파즈 히코리 주석 단검,Topaz Hickory Tin Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_tin_emerald,에메랄드 히코리 주석 단검,Emerald Hickory Tin Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_tin_ruby,루비 히코리 주석 단검,Ruby Hickory Tin Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_tin_diamond,다이아몬드 히코리 주석 단검,Diamond Hickory Tin Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_swd_hickory_tin,히코리 주석 검,Hickory Tin Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_tin_amethyst,자수정 히코리 주석 검,Amethyst Hickory Tin Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_tin_topaz,토파즈 히코리 주석 검,Topaz Hickory Tin Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_tin_emerald,에메랄드 히코리 주석 검,Emerald Hickory Tin Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_tin_ruby,루비 히코리 주석 검,Ruby Hickory Tin Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_tin_diamond,다이아몬드 히코리 주석 검,Diamond Hickory Tin Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_hax_hickory_tin,히코리 주석 한손 도끼,Hickory Tin HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_tin_amethyst,자수정 히코리 주석 한손 도끼,Amethyst Hickory Tin HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_tin_topaz,토파즈 히코리 주석 한손 도끼,Topaz Hickory Tin HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_tin_emerald,에메랄드 히코리 주석 한손 도끼,Emerald Hickory Tin HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_tin_ruby,루비 히코리 주석 한손 도끼,Ruby Hickory Tin HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_tin_diamond,다이아몬드 히코리 주석 한손 도끼,Diamond Hickory Tin HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_fll_hickory_tin,히코리 주석 플레일,Hickory Tin Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_hickory_tin_amethyst,자수정 히코리 주석 플레일,Amethyst Hickory Tin Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_hickory_tin_topaz,토파즈 히코리 주석 플레일,Topaz Hickory Tin Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_hickory_tin_emerald,에메랄드 히코리 주석 플레일,Emerald Hickory Tin Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_hickory_tin_ruby,루비 히코리 주석 플레일,Ruby Hickory Tin Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_hickory_tin_diamond,다이아몬드 히코리 주석 플레일,Diamond Hickory Tin Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_spr_hickory_tin,히코리 주석 창,Hickory Tin Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_hickory_tin_amethyst,자수정 히코리 주석 창,Amethyst Hickory Tin Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_hickory_tin_topaz,토파즈 히코리 주석 창,Topaz Hickory Tin Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_hickory_tin_emerald,에메랄드 히코리 주석 창,Emerald Hickory Tin Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_hickory_tin_ruby,루비 히코리 주석 창,Ruby Hickory Tin Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_hickory_tin_diamond,다이아몬드 히코리 주석 창,Diamond Hickory Tin Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_gsd_hickory_tin,히코리 주석 대검,Hickory Tin Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_hickory_tin_amethyst,자수정 히코리 주석 대검,Amethyst Hickory Tin Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_hickory_tin_topaz,토파즈 히코리 주석 대검,Topaz Hickory Tin Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_hickory_tin_emerald,에메랄드 히코리 주석 대검,Emerald Hickory Tin Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_hickory_tin_ruby,루비 히코리 주석 대검,Ruby Hickory Tin Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_hickory_tin_diamond,다이아몬드 히코리 주석 대검,Diamond Hickory Tin Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_bax_hickory_tin,히코리 주석 양손 도끼,Hickory Tin Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_hickory_tin_amethyst,자수정 히코리 주석 양손 도끼,Amethyst Hickory Tin Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_hickory_tin_topaz,토파즈 히코리 주석 양손 도끼,Topaz Hickory Tin Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_hickory_tin_emerald,에메랄드 히코리 주석 양손 도끼,Emerald Hickory Tin Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_hickory_tin_ruby,루비 히코리 주석 양손 도끼,Ruby Hickory Tin Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_hickory_tin_diamond,다이아몬드 히코리 주석 양손 도끼,Diamond Hickory Tin Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bow_hickory_tin,히코리 주석 활,Hickory Tin Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_hickory_tin_amethyst,자수정 히코리 주석 활,Amethyst Hickory Tin Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_hickory_tin_topaz,토파즈 히코리 주석 활,Topaz Hickory Tin Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_hickory_tin_emerald,에메랄드 히코리 주석 활,Emerald Hickory Tin Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_hickory_tin_ruby,루비 히코리 주석 활,Ruby Hickory Tin Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_hickory_tin_diamond,다이아몬드 히코리 주석 활,Diamond Hickory Tin Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_dag_hickory_iron,히코리 철 단검,Hickory Iron Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_iron_amethyst,자수정 히코리 철 단검,Amethyst Hickory Iron Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_iron_topaz,토파즈 히코리 철 단검,Topaz Hickory Iron Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_iron_emerald,에메랄드 히코리 철 단검,Emerald Hickory Iron Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_iron_ruby,루비 히코리 철 단검,Ruby Hickory Iron Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_iron_diamond,다이아몬드 히코리 철 단검,Diamond Hickory Iron Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_swd_hickory_iron,히코리 철 검,Hickory Iron Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_iron_amethyst,자수정 히코리 철 검,Amethyst Hickory Iron Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_iron_topaz,토파즈 히코리 철 검,Topaz Hickory Iron Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_iron_emerald,에메랄드 히코리 철 검,Emerald Hickory Iron Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_iron_ruby,루비 히코리 철 검,Ruby Hickory Iron Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_iron_diamond,다이아몬드 히코리 철 검,Diamond Hickory Iron Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_hax_hickory_iron,히코리 철 한손 도끼,Hickory Iron HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_iron_amethyst,자수정 히코리 철 한손 도끼,Amethyst Hickory Iron HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_iron_topaz,토파즈 히코리 철 한손 도끼,Topaz Hickory Iron HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_iron_emerald,에메랄드 히코리 철 한손 도끼,Emerald Hickory Iron HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_iron_ruby,루비 히코리 철 한손 도끼,Ruby Hickory Iron HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_iron_diamond,다이아몬드 히코리 철 한손 도끼,Diamond Hickory Iron HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_fll_hickory_iron,히코리 철 플레일,Hickory Iron Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_hickory_iron_amethyst,자수정 히코리 철 플레일,Amethyst Hickory Iron Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_hickory_iron_topaz,토파즈 히코리 철 플레일,Topaz Hickory Iron Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_hickory_iron_emerald,에메랄드 히코리 철 플레일,Emerald Hickory Iron Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_hickory_iron_ruby,루비 히코리 철 플레일,Ruby Hickory Iron Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_fll_hickory_iron_diamond,다이아몬드 히코리 철 플레일,Diamond Hickory Iron Flail,Weapon,Flail,,,weapons.png,,,,,abl_hfl,
wp_spr_hickory_iron,히코리 철 창,Hickory Iron Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_hickory_iron_amethyst,자수정 히코리 철 창,Amethyst Hickory Iron Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_hickory_iron_topaz,토파즈 히코리 철 창,Topaz Hickory Iron Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_hickory_iron_emerald,에메랄드 히코리 철 창,Emerald Hickory Iron Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_hickory_iron_ruby,루비 히코리 철 창,Ruby Hickory Iron Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_spr_hickory_iron_diamond,다이아몬드 히코리 철 창,Diamond Hickory Iron Spear,Weapon,Spear,,,weapons.png,,,,,abl_hsp,
wp_gsd_hickory_iron,히코리 철 대검,Hickory Iron Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_hickory_iron_amethyst,자수정 히코리 철 대검,Amethyst Hickory Iron Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_hickory_iron_topaz,토파즈 히코리 철 대검,Topaz Hickory Iron Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_hickory_iron_emerald,에메랄드 히코리 철 대검,Emerald Hickory Iron Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_hickory_iron_ruby,루비 히코리 철 대검,Ruby Hickory Iron Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_gsd_hickory_iron_diamond,다이아몬드 히코리 철 대검,Diamond Hickory Iron Great sword,Weapon,GreatSword,,,weapons.png,,,,,abl_gsw,
wp_bax_hickory_iron,히코리 철 양손 도끼,Hickory Iron Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_hickory_iron_amethyst,자수정 히코리 철 양손 도끼,Amethyst Hickory Iron Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_hickory_iron_topaz,토파즈 히코리 철 양손 도끼,Topaz Hickory Iron Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_hickory_iron_emerald,에메랄드 히코리 철 양손 도끼,Emerald Hickory Iron Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_hickory_iron_ruby,루비 히코리 철 양손 도끼,Ruby Hickory Iron Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bax_hickory_iron_diamond,다이아몬드 히코리 철 양손 도끼,Diamond Hickory Iron Great Axe,Weapon,GreatAxe,,,weapons.png,,,,,abl_gax,
wp_bow_hickory_iron,히코리 철 활,Hickory Iron Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_hickory_iron_amethyst,자수정 히코리 철 활,Amethyst Hickory Iron Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_hickory_iron_topaz,토파즈 히코리 철 활,Topaz Hickory Iron Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_hickory_iron_emerald,에메랄드 히코리 철 활,Emerald Hickory Iron Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_hickory_iron_ruby,루비 히코리 철 활,Ruby Hickory Iron Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_bow_hickory_iron_diamond,다이아몬드 히코리 철 활,Diamond Hickory Iron Bow,Weapon,Bow,,,weapons.png,,,,,abl_bow,
wp_dag_hickory_copper,히코리 구리 단검,Hickory Copper Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_copper_amethyst,자수정 히코리 구리 단검,Amethyst Hickory Copper Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_copper_topaz,토파즈 히코리 구리 단검,Topaz Hickory Copper Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_copper_emerald,에메랄드 히코리 구리 단검,Emerald Hickory Copper Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_copper_ruby,루비 히코리 구리 단검,Ruby Hickory Copper Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_dag_hickory_copper_diamond,다이아몬드 히코리 구리 단검,Diamond Hickory Copper Dagger,Weapon,Dagger,,,weapons.png,,,,,abl_dag,
wp_swd_hickory_copper,히코리 구리 검,Hickory Copper Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_copper_amethyst,자수정 히코리 구리 검,Amethyst Hickory Copper Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_copper_topaz,토파즈 히코리 구리 검,Topaz Hickory Copper Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_copper_emerald,에메랄드 히코리 구리 검,Emerald Hickory Copper Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_copper_ruby,루비 히코리 구리 검,Ruby Hickory Copper Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_swd_hickory_copper_diamond,다이아몬드 히코리 구리 검,Diamond Hickory Copper Sword,Weapon,Sword,,,weapons.png,,,,,abl_swd,
wp_hax_hickory_copper,히코리 구리 한손 도끼,Hickory Copper HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_copper_amethyst,자수정 히코리 구리 한손 도끼,Amethyst Hickory Copper HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
wp_hax_hickory_copper_topaz,토파즈 히코리 구리 한손 도끼,Topaz Hickory Copper HandAxe,Weapon,HandAxe,,,weapons.png,,,,,abl_hax,
